Cluster,Confidence
0,0.9557016
1,0.9297995
1,0.9317483
0,0.9557733
1,0.9077846
1,0.9315677
1,0.93260103
1,0.9106701
0,0.95582545
1,0.93333286
1,0.93294626
1,0.9330315
1,0.9331793
1,0.93335164
1,0.5084257
1,0.9332392
1,0.93335134
1,0.932043
0,0.955728
1,0.92765033
0,0.9557958
1,0.9331882
0,0.9558154
0,0.9557977
0,0.9557419
0,0.95577353
1,0.93015015
1,0.93301946
0,0.9557507
0,0.95563936
1,0.9332379
1,0.93323344
1,0.9299603
1,0.9136729
0,0.95547533
2,0.87915677
2,0.9560712
0,0.95579684
0,0.9556801
1,0.930554
2,0.9308118
0,0.9556819
0,0.95570755
2,0.67563367
0,0.95569986
2,0.899609
1,0.93335485
1,0.93099517
2,0.9207934
0,0.9557318
0,0.9555839
1,0.9259839
0,0.8729557
0,0.95570016
0,0.9551723
0,0.9558186
2,0.9548128
1,0.91988003
0,0.9557071
0,0.649038
0,0.955639
2,0.68730223
0,0.9555039
1,0.9280471
1,0.9322868
1,0.7770572
1,0.93197083
0,0.95577514
