Model,Latent Dimension,K,Silhouette,Davies-Bouldin,Calinski-Harabasz,Training Time (s),Iterations
DEC,2,5,0.9161900281906128,0.39707451723295417,36413.11797334852,25.05083441734314,401
DEC,8,5,0.8249347805976868,0.47088628254105086,10741.949670018264,25.910411834716797,500
DEC,4,5,0.7851317524909973,0.40507589508407593,4947.871476106728,24.836875200271606,500
DEC,4,10,0.7769661545753479,0.50721996139218,7453.308166991568,27.375063180923462,500
DEC,8,10,0.7386847138404846,0.4907857645134239,6985.9210501534235,27.142375707626343,500
DEC,2,10,0.7083308100700378,0.5206480281909,6860.597093637751,26.34089231491089,500
