Latent_1,Latent_2,Cluster
-2.672668,-0.110118106,0
-2.6947477,-0.060311332,0
-2.6777484,-0.11408509,0
2.0207582,1.9207593,1
3.1944206,2.3607209,1
2.2237542,2.0340807,1
1.94213,1.9774207,1
-2.653594,-0.06624211,0
-2.6003098,-0.087184146,0
-2.7398427,-0.056353405,0
-2.691504,-0.12009241,0
2.162666,1.9312848,1
6.3619328,4.042862,2
-2.638985,-0.058363095,0
2.2842255,1.9001993,1
-2.6628106,-0.059931412,0
2.36805,2.052475,1
2.0080569,1.894502,1
-2.7449048,-0.13237275,0
2.269947,2.095729,1
2.2737584,1.9572664,1
-1.4765568,0.35944426,0
2.189053,1.9084765,1
7.631078,4.653268,2
-2.711591,-0.1183445,0
7.406062,4.589756,2
2.1049364,1.924116,1
-2.589731,-0.062756136,0
-2.6976817,-0.105670586,0
-2.5771902,-0.058328465,0
2.1601937,1.9855566,1
-2.7175086,-0.120517686,0
2.1538045,1.9717344,1
7.9486356,5.0708995,2
-2.6776314,-0.11171074,0
-2.540422,-0.07832755,0
-2.5798476,-0.06850959,0
-2.3263338,0.26020926,0
3.260759,2.3991158,1
-2.6360557,-0.047052518,0
-2.6059856,-0.07667495,0
2.117342,1.9541014,1
2.0421255,1.9105811,1
-2.6135652,-0.061875835,0
2.187924,1.7767055,1
8.166796,5.3833055,2
-2.6779497,-0.06449629,0
-2.6634629,-0.08999516,0
-2.6181633,-0.08250071,0
7.510868,4.6710668,2
2.546302,1.8973151,1
2.1733902,1.975042,1
1.6584139,1.8566934,1
-2.6346338,-0.09354366,0
7.7304945,4.957093,2
-2.668793,-0.0070337206,0
2.1676297,1.728947,1
2.0340686,1.8182839,1
8.697268,5.168332,2
2.0681603,1.9232398,1
-2.6208303,-0.08807804,0
-2.6621668,-0.06042488,0
-2.6892216,-0.11930527,0
-2.6523287,-0.075286284,0
-2.6598399,-0.10056235,0
-2.662709,-0.11119677,0
-2.6827977,-0.04263468,0
-2.6509776,-0.10161443,0
-2.6922686,-0.11570968,0
-2.6436718,-0.096763626,0
-2.6509037,-0.1073844,0
-2.795374,-0.23972328,0
-2.6304512,-0.06632109,0
-2.6470306,-0.050728515,0
2.4793217,2.1256318,1
-2.5584974,-0.09484072,0
2.5482345,2.0771239,1
6.040286,3.9888701,2
2.2518437,1.8515753,1
0.47627306,1.2488587,1
6.3379803,3.8642175,2
-2.685857,-0.05802901,0
2.3482492,1.9687842,1
8.054617,4.990121,2
-2.6921897,-0.091586486,0
-2.543816,-0.10936548,0
2.0558546,1.9312971,1
-2.6707802,-0.10495128,0
2.1150537,1.9648818,1
5.8008976,3.619834,2
7.2706394,4.5464535,2
-2.678501,-0.089602664,0
-2.6247227,-0.05835922,0
2.9601662,2.1203165,1
8.388569,5.193495,2
7.8730354,4.684392,2
-2.6243727,-0.06401558,0
6.296173,3.9081235,2
-2.6367576,-0.07421936,0
8.905185,5.5893965,2
-2.5710187,-0.10370745,0
-2.7284968,-0.1409886,0
-2.7134273,-0.07690783,0
-2.6491363,-0.079679385,0
2.121873,1.9388031,1
0.87568426,1.3955183,1
7.4339976,4.6580057,2
2.4687603,2.0081728,1
-2.695512,-0.112304226,0
2.2959807,2.0053058,1
2.1007059,1.9053205,1
-2.6756716,-0.096291676,0
-2.560507,-0.051443055,0
7.0841575,4.3174987,2
-2.6314023,-0.090975,0
2.1883533,1.93459,1
-2.660732,-0.08741821,0
-2.6055958,-0.083676055,0
2.2238758,2.0082724,1
-2.5753322,-0.09395565,0
-2.6751869,-0.10801728,0
6.9967356,4.4413714,2
-2.7273037,-0.13621558,0
-2.691542,-0.10108782,0
2.2266285,2.023901,1
-2.6734858,-0.0829999,0
2.0412414,2.0762079,1
2.1645534,1.9505635,1
7.68651,4.7670116,2
6.7007136,4.2130003,2
6.6146636,4.2221756,2
-2.636037,-0.09023024,0
-2.5801075,-0.023640767,0
2.1940668,1.9654247,1
7.028423,4.484513,2
2.0287936,1.8793507,1
-2.689623,-0.11319162,0
-2.6269603,-0.06535579,0
7.0056157,4.3924785,2
-2.7398782,-0.1371348,0
-2.6594908,-0.09586258,0
7.237547,4.426564,2
7.4153404,4.5959806,2
2.2230654,1.9069571,1
1.9804351,1.9087526,1
2.3841276,1.9309486,1
-2.4893873,-0.0021270663,0
2.1290026,1.9554138,1
2.6454275,2.1122649,1
2.1677318,1.9431803,1
-2.6929264,-0.08007927,0
-2.6511881,-0.08110042,0
10.478586,6.420958,2
2.1789405,1.9655544,1
2.2313328,2.0037725,1
2.4357004,1.9845455,1
-2.563081,-0.046166554,0
7.5464973,4.6802263,2
5.4597664,3.6282678,2
2.3066742,2.0295012,1
-2.627127,-0.07996203,0
2.2232792,1.9010898,1
6.7266707,4.1748815,2
-2.5341058,-0.0899194,0
1.6228385,1.6587034,1
-2.6989658,-0.091634646,0
-2.645353,-0.077437416,0
2.270598,2.0027015,1
2.3101213,2.083182,1
5.23635,3.4287422,2
2.3388364,1.8449694,1
7.8673162,4.740828,2
3.5123684,2.5684175,1
1.2941056,1.3438965,1
-2.6642983,-0.068425074,0
1.8827614,1.7367994,1
2.1203318,1.9535557,1
2.146777,1.956474,1
1.8443652,1.682886,1
4.234457,2.9829092,1
-2.641833,-0.08100261,0
2.0915306,1.9258965,1
2.0791633,1.839868,1
2.1676457,1.9727312,1
2.0327418,2.1020916,1
-2.6399572,-0.04328002,0
-2.6129801,-0.08335234,0
2.165554,2.0575955,1
2.4193387,2.3189535,1
2.1224842,1.8243262,1
-2.6731384,-0.09508999,0
1.9487627,1.9253086,1
6.843814,4.271448,2
-2.619335,-0.03727354,0
-2.6473606,-0.08743705,0
-2.9691665,-0.20257188,0
6.7084856,4.261686,2
-2.659571,-0.10377695,0
-2.6164958,-0.057870075,0
-2.6408832,-0.071283594,0
3.2059855,2.0012572,1
4.180667,2.784125,1
-2.6444833,-0.07374515,0
6.6752014,4.148527,2
2.1493375,1.7482625,1
-2.6628358,-0.03823264,0
7.611128,4.794839,2
-2.6839397,-0.13026114,0
3.0024977,2.405876,1
-2.6435268,-0.21403737,0
2.4040487,2.0567377,1
1.9882665,1.9545833,1
-2.701879,-0.13133706,0
-2.6471539,-0.09903152,0
-2.6775482,-0.10345657,0
2.001462,1.9141129,1
-2.6243045,-0.08290888,0
-2.6061823,-0.08333941,0
-2.647134,-0.082898214,0
7.1184716,4.3625755,2
-2.6298556,-0.09543957,0
2.1372252,2.0686653,1
-2.656846,-0.10254003,0
-2.6286848,-0.09667863,0
7.4258833,4.6617613,2
2.0212953,1.7285728,1
-2.6102355,-0.07765885,0
1.8950824,1.7849714,1
1.529475,1.7186002,1
6.3326993,4.2259808,2
-2.6380005,-0.07421185,0
2.482929,2.289051,1
1.7694064,2.0314164,1
-2.5664582,-0.063190356,0
4.073702,2.9995806,1
-2.5736644,-0.05399199,0
7.03026,4.392247,2
-2.6780834,-0.044565395,0
-2.6901515,-0.106667176,0
2.30146,1.9707068,1
-2.6475651,-0.020452455,0
2.130077,1.9811816,1
2.1435819,1.9530166,1
-2.604367,-0.01610507,0
-2.6649988,-0.072260454,0
2.1906242,2.1719391,1
-2.603737,-0.039152637,0
-2.709061,-0.129725,0
-2.7268882,-0.13512994,0
6.542982,3.897695,2
-1.7655325,0.15613751,0
2.1356163,2.1020904,1
-2.6715825,-0.12191756,0
-2.6642666,-0.042775467,0
2.3088424,2.1816454,1
-2.5832496,-0.07515599,0
2.0552166,1.879125,1
-2.626342,-0.10886212,0
5.2270455,3.6289423,2
-2.6464996,-0.08718337,0
-2.632448,-0.059840873,0
-2.5171893,-0.023376241,0
-1.6295199,0.2733112,0
2.2177904,1.9663991,1
2.188271,1.9969543,1
-2.5755434,-0.06110443,0
8.642351,5.1912875,2
-2.591393,-0.020798698,0
-2.6076372,-0.085007265,0
7.742931,4.8040876,2
-2.6036158,-0.022020772,0
6.4657936,3.9479747,2
-2.673054,-0.06849016,0
2.41967,2.0692518,1
2.1388767,1.9262604,1
7.8072405,4.4652643,2
2.351268,1.8408324,1
2.2737772,2.2647946,1
3.726943,2.6135323,1
6.37497,4.092943,2
2.4761314,1.9960968,1
-2.663789,-0.079418674,0
-2.6332874,-0.096744016,0
-2.630681,-0.049641177,0
-2.5928597,-0.10678823,0
8.118577,4.961386,2
-2.6404738,-0.11313875,0
2.3068094,2.08224,1
-2.681848,-0.048733488,0
6.9735723,4.5882444,2
-2.6898482,-0.07073714,0
6.76704,4.2674193,2
-2.561005,-0.052276805,0
7.372631,4.6631765,2
7.377882,4.615819,2
2.1612875,1.9364183,1
6.577161,4.082073,2
6.2358074,3.936679,2
-2.710083,-0.04406871,0
2.1740394,2.0021164,1
-2.6426022,-0.04314573,0
2.1869931,1.9760312,1
7.225696,4.5199285,2
-2.6061554,-0.052495077,0
2.0564063,1.925006,1
7.73279,4.814381,2
-2.6362817,-0.0885122,0
-2.6866078,-0.07674338,0
-2.6371038,-0.07921173,0
-2.7446516,-0.11430664,0
6.5192833,4.2235713,2
2.1189005,1.8757256,1
-2.6421347,-0.06635071,0
1.9966621,1.9365025,1
7.3899236,4.6204243,2
1.7932516,1.4081194,1
6.7619863,4.4016047,2
-2.676439,-0.05854465,0
-2.686101,-0.087143555,0
-2.7049108,-0.12165864,0
6.8450165,4.1194224,2
2.2297766,2.0621338,1
7.6459904,4.8529196,2
2.047065,1.6161438,1
-2.7068734,-0.046627417,0
-2.6497948,0.0138999075,0
-1.3913573,0.4709651,0
2.733284,2.200376,1
-2.6712518,-0.1035604,0
-2.6847649,-0.09630491,0
-2.5786674,-0.04352714,0
4.3971615,3.08954,1
1.432005,1.575647,1
-2.6310441,-0.108769014,0
1.9784193,1.9055773,1
-2.6582196,-0.067325726,0
2.111328,1.8697699,1
-2.6426961,-0.026085272,0
8.325647,5.049664,2
2.2090592,1.987901,1
-2.8148537,-0.16124828,0
2.200412,1.9859452,1
2.1821582,1.8904649,1
-2.5948389,-0.1043628,0
-2.7040184,-0.05081363,0
6.6254625,4.1849785,2
-2.6391506,-0.08400495,0
-2.5782692,-0.048628464,0
5.0797653,3.406495,2
6.647163,3.969185,2
-2.552928,-0.045251265,0
7.1590242,4.3920813,2
-2.722543,-0.116180494,0
2.0726426,2.0786984,1
2.274885,1.8781992,1
7.3805647,4.401582,2
-2.6956275,-0.089237824,0
6.888604,4.3111267,2
2.1267247,1.8705941,1
-2.6687849,-0.05955054,0
-2.5842588,-0.062305644,0
1.9976027,1.9081999,1
-2.611331,-0.101045206,0
-2.6686077,0.005792126,0
-2.597781,-0.10521759,0
8.244892,5.1644573,2
-2.6901891,-0.110229865,0
8.638834,5.432211,2
2.186323,1.9371327,1
7.4108047,4.807225,2
6.5830746,4.191402,2
-2.5572019,-0.07813068,0
-2.6724684,-0.10830118,0
2.0489526,1.9336265,1
6.869773,4.316877,2
2.2120273,1.7681054,1
2.1074157,1.8384618,1
2.1230454,2.1115642,1
2.794735,2.2295218,1
-2.6420891,-0.06341453,0
-2.6735778,-0.12458469,0
3.6142943,2.7347794,1
7.464032,4.825999,2
-2.605645,-0.078750625,0
7.0925694,4.4188232,2
7.161798,4.4117785,2
2.155755,2.0131977,1
7.8344507,4.9085965,2
8.464312,5.2665997,2
6.6848154,4.1094737,2
-2.6697223,-0.112723604,0
-2.6387446,-0.037358716,0
2.2252061,2.0150938,1
-2.6724238,-0.08334704,0
6.2192564,3.9504004,2
-2.6698737,-0.11528696,0
7.6241417,4.6633353,2
-2.607043,-0.09613325,0
-2.6479473,-0.08416964,0
6.7357635,4.146427,2
-2.6680925,-0.10543646,0
5.5597906,3.6541052,2
-2.5858476,-0.064719096,0
-2.6622968,-0.10622884,0
2.0354395,1.9004656,1
2.1699612,1.9826133,1
-2.6855695,-0.10317494,0
-2.6368306,-0.09140314,0
-2.7168965,-0.09366359,0
-0.15217383,0.804288,0
8.717249,5.2061663,2
2.267839,2.048812,1
2.0505152,2.207661,1
8.606726,5.2605844,2
2.0507436,2.101702,1
-2.7065237,-0.04115428,0
2.1165972,2.1997159,1
2.2469678,1.8783062,1
-2.6828961,-0.063501135,0
-2.7216957,-0.054165915,0
-2.6639607,-0.11513211,0
-2.6930017,-0.107597485,0
3.224365,2.219533,1
2.426627,2.1046896,1
6.5956564,4.2325006,2
2.5429735,2.1135,1
7.020684,4.469431,2
6.8635836,4.3483467,2
2.0457222,2.0345387,1
2.0244572,1.8912427,1
2.3800466,2.0010774,1
1.6817687,1.6379791,1
-2.6683595,-0.08673431,0
-2.6886008,-0.0725366,0
-2.6672678,-0.05537255,0
-2.705933,-0.07478,0
-2.743345,-0.11273928,0
2.0761158,2.0877745,1
-2.5883632,-0.06404723,0
6.8683395,4.3594236,2
6.985606,4.304777,2
-2.6668794,-0.067634895,0
2.2324722,2.0028718,1
2.472307,2.0946689,1
2.2790368,1.8998476,1
7.439906,4.6620164,2
5.958153,3.6600733,2
2.183509,1.9186077,1
-2.6327984,-0.10873343,0
-2.7496564,-0.14138378,0
2.2739239,1.9449667,1
2.120051,1.9723866,1
2.0318403,1.7834772,1
-2.5697892,-0.08570422,0
-2.7336357,-0.08161779,0
-2.6427972,-0.07278396,0
-2.7026298,-0.10263087,0
-2.6760042,-0.10791357,0
6.277293,4.0873165,2
2.1306984,1.9404309,1
-2.5994506,-0.1057774,0
-2.6347175,-0.093739524,0
2.1871884,2.0639324,1
2.197665,1.9821502,1
5.476055,3.6457474,2
2.61987,2.357763,1
-2.6275482,-0.018396094,0
-2.505698,-0.018308058,0
3.9891021,2.5025916,1
5.3569117,3.5055323,2
-2.735781,-0.04767771,0
2.1520274,1.9977492,1
-2.583823,-0.09697677,0
2.1453633,1.9322616,1
5.932926,3.8788424,2
-2.735827,-0.059076026,0
6.842326,4.0802646,2
2.2163925,2.0033557,1
-2.6797829,-0.11020304,0
2.2862384,2.0090692,1
2.3129516,1.9461955,1
2.1860645,1.9499203,1
2.160587,2.0016954,1
-2.6592128,-0.10276188,0
-2.6044836,-0.023759797,0
2.6140614,2.0792968,1
8.920277,5.538595,2
-2.65189,-0.059584215,0
-2.6966765,-0.12122704,0
2.164253,1.8975435,1
7.5690017,4.691122,2
-2.7121737,-0.04780002,0
6.98713,4.141603,2
-2.6047118,-0.09718616,0
2.2658858,1.976002,1
2.1750467,1.933667,1
-2.684312,-0.033579245,0
-2.983425,-0.3663112,0
-2.6926534,-0.06049557,0
-3.0582335,-0.35152286,0
-2.6819246,-0.05951263,0
1.9902072,1.7644297,1
4.481299,3.1397016,1
6.1022797,3.970974,2
-2.6761577,-0.10587545,0
-2.5998542,-0.09670837,0
-2.6315784,-0.06452753,0
-2.666951,-0.076918736,0
-2.655996,-0.103292,0
-2.6513002,-0.080798045,0
-2.5881834,-0.070803,0
1.9847307,1.9793121,1
-2.6239128,-0.08196516,0
-2.741072,-0.15029795,0
-2.6922152,-0.11792566,0
1.8802471,2.0400977,1
2.1083603,1.9328872,1
7.279493,4.2809505,2
-2.5972874,-0.04064448,0
2.1400056,2.0955887,1
-2.7544172,-0.12518717,0
6.902608,4.321932,2
-2.563138,-0.09075405,0
2.661549,2.1784346,1
6.389674,4.1287713,2
-2.66411,-0.08822979,0
-2.5743554,-0.06639685,0
7.9453855,4.963832,2
-2.6427298,-0.06026955,0
1.8590673,1.6314931,1
-2.588362,0.072801456,0
-2.53507,-0.017781273,0
2.1253617,1.9147606,1
3.9292853,2.8716526,1
-2.5622015,-0.07750614,0
-2.5838075,-0.06306602,0
-2.6910987,-0.10776384,0
-2.6763008,-0.05895193,0
-1.9543166,0.15080081,0
-2.740143,-0.13848545,0
-2.632143,-0.095025614,0
-2.7025383,-0.100865975,0
-2.668649,-0.069632664,0
-2.6232016,-0.0900463,0
-2.6805894,-0.10134561,0
-2.6725948,-0.10035111,0
2.284732,2.0501223,1
-2.559685,-0.101518944,0
-1.7598386,0.16618054,0
8.016399,4.8352838,2
0.9144746,1.2106975,1
2.178559,1.9708887,1
-2.531143,-0.10936274,0
2.147492,1.9265016,1
-2.6526215,-0.08191134,0
-2.609368,-0.07264604,0
-2.5488558,-0.12115039,0
2.2378566,1.948266,1
-2.6521409,-0.0911894,0
2.1275153,1.9149524,1
2.1263824,1.8162696,1
2.0513902,1.992261,1
2.040795,2.120962,1
-2.6864064,-0.07126625,0
5.403127,3.560141,2
2.1909933,1.9902954,1
2.199649,1.9819697,1
7.829891,4.945677,2
6.8834934,4.235514,2
-2.6780987,-0.045352057,0
7.2352266,4.60828,2
8.495123,5.1689177,2
8.606659,5.1447306,2
-2.7077625,-0.12060918,0
7.962723,5.000881,2
3.3043892,2.4454443,1
-2.6481564,-0.06687762,0
-2.637815,-0.075860575,0
2.5000944,2.2909265,1
-2.7054844,-0.042543367,0
3.6203673,2.564922,1
2.0923624,1.9786098,1
-2.591923,-0.08619274,0
-2.7629888,-0.09885956,0
7.1663265,4.2883058,2
2.3152256,2.2858975,1
-2.7066858,-0.084601834,0
1.0549058,1.3905,1
7.465042,4.495955,2
-2.7285984,-0.13244642,0
2.1506696,1.982838,1
2.3108747,2.4616897,1
2.009333,1.9619128,1
3.3600233,2.7068148,1
-2.6446364,-0.07210399,0
-2.5468903,0.11279611,0
1.5094615,1.608723,1
2.1573446,1.979002,1
2.7387576,2.3110073,1
-2.6797638,-0.044151857,0
-2.559568,0.09127091,0
-2.749048,-0.15501805,0
-1.236968,0.59781176,0
6.3094435,3.8163376,2
2.0698404,1.9912957,1
1.5361761,1.5581648,1
2.4562082,2.0600755,1
7.212047,4.0579114,2
-2.6684563,-0.064619735,0
-2.7325861,-0.120226696,0
-2.7118843,-0.11963023,0
-2.7192242,-0.08105089,0
1.8996634,1.8621985,1
2.2401488,1.995251,1
-2.7331898,-0.13395752,0
-2.6170504,-0.037111893,0
2.1337807,1.9708886,1
-2.67956,-0.0417632,0
2.1554897,1.9360553,1
6.8136606,4.294794,2
-2.5726116,-0.06149091,0
-2.6495163,-0.09524383,0
-2.7309372,-0.11150272,0
-2.6438391,-0.097817674,0
-2.7098134,-0.10182382,0
7.46805,4.6071634,2
7.155755,4.442921,2
-2.6616085,-0.12401046,0
7.9706755,4.9426737,2
-2.5823357,-0.09950282,0
-2.5114725,-0.03204377,0
-2.5849082,-0.06246592,0
2.2266874,2.0039928,1
-2.6524482,-0.09777035,0
7.1774235,4.4368,2
-2.6483424,-0.06723578,0
6.6824656,4.1510525,2
2.1302066,2.0255506,1
3.5918982,2.5738742,1
-2.6426241,-0.05983831,0
2.0810363,1.962823,1
-2.5998275,-0.04735388,0
2.2506082,2.2207248,1
-2.6675518,-0.065359965,0
-2.6489804,-0.10480751,0
-2.6900117,-0.08778836,0
-2.678067,-0.1237234,0
-2.67619,-0.10664405,0
-2.6247122,-0.08784647,0
8.44422,5.4562855,2
6.1619253,3.9142122,2
-2.6490958,-0.10579081,0
2.2524803,1.8903714,1
7.6709023,4.7657576,2
2.2753556,2.0902774,1
2.132813,1.9473761,1
2.1416032,1.9568629,1
-2.547733,-0.088431135,0
-2.628306,-0.06659247,0
2.05801,1.8086547,1
-2.6609285,-0.10215594,0
-2.6276839,-0.071933165,0
2.2695785,1.9726113,1
-2.6643188,-0.08201142,0
2.1035898,2.0207314,1
-2.601509,-0.06122671,0
-2.6340144,-0.04384528,0
2.084812,1.9117705,1
1.8272917,1.6852823,1
5.193952,3.3492336,2
2.1991773,1.8882298,1
-2.7058518,-0.04512532,0
2.2709143,2.1009734,1
2.1621776,1.9722216,1
-2.6606274,-0.10416545,0
-2.6468122,-0.085236326,0
-2.6893141,-0.12839974,0
5.527027,3.4247184,2
2.395968,1.9971639,1
3.5307605,2.5909796,1
2.3276603,1.8966112,1
2.0174947,2.1429703,1
-2.562091,-0.0942076,0
2.2334263,1.910953,1
5.521634,3.7066731,2
-2.6136377,-0.10344125,0
-2.6185267,0.0016146153,0
-2.642601,-0.09016307,0
2.2059596,1.9469695,1
2.0783408,1.8442892,1
-2.6202688,-0.08522989,0
-1.6592476,0.25263375,0
6.8593674,4.3469257,2
4.652106,3.205402,2
-2.6203568,-0.10734244,0
-2.6639984,-0.060184553,0
2.0562458,1.9484036,1
6.370199,4.0802026,2
2.1799397,1.9903117,1
0.5913507,1.1688712,1
8.578348,5.27277,2
6.1330004,3.7697265,2
-2.687226,-0.11378838,0
-2.6341534,-0.06896992,0
7.5893126,4.8217335,2
-2.6017652,-0.10170044,0
7.3511486,4.6380863,2
-2.6890616,-0.08439793,0
2.546783,2.1763606,1
2.1256547,1.9619203,1
-2.698187,-0.10996713,0
-2.6453533,-0.08736141,0
-2.6132002,-0.043651655,0
-2.6328497,-0.021801963,0
5.363739,3.4982905,2
-2.6697476,-0.104286745,0
-2.6017745,-0.079020634,0
-2.6247752,-0.09510006,0
2.404188,1.9991356,1
-2.6553705,-0.06473468,0
-2.569921,-0.110811725,0
2.0902796,2.1549609,1
7.5759573,4.6689873,2
2.166009,2.126568,1
-2.5923898,-0.10622455,0
1.8647256,1.9942284,1
2.3826158,2.124974,1
2.2146018,2.0161517,1
-2.6954868,-0.037771,0
3.2301624,2.5026026,1
-2.5681212,-0.052697316,0
-2.673877,-0.09560074,0
-2.5919087,-0.049733296,0
1.292912,1.695455,1
2.1443875,1.8987935,1
2.5188477,1.8909491,1
-2.741924,-0.09915103,0
-2.6661952,-0.072620705,0
7.2562795,4.393649,2
6.738471,4.211154,2
2.1940694,1.9827684,1
6.900776,4.211196,2
2.1829371,1.8894475,1
-2.6055536,-0.0839047,0
-2.6439545,-0.09054847,0
2.7187054,2.1700263,1
7.3041067,4.569807,2
-2.663385,-0.10597052,0
2.0100105,1.7926815,1
-2.6884184,-0.03818293,0
-2.6490366,-0.09767236,0
-2.7227404,-0.24293204,0
2.3290863,2.2095332,1
7.927105,4.948224,2
-2.6542523,-0.06137915,0
-2.6365988,-0.08910991,0
2.1676495,1.9729942,1
-2.699651,-0.111530736,0
-2.5888498,-0.10645278,0
-2.6626987,-0.088152304,0
-2.5600312,-0.06754698,0
2.244122,1.9469565,1
2.0070853,1.7252448,1
-2.6052537,-0.07722284,0
-2.6449916,-0.08200587,0
1.9339463,1.7102728,1
2.3181024,2.2378736,1
-2.6383324,-0.09126808,0
5.431191,3.5417337,2
-2.538591,-0.13144727,0
-2.5851023,-0.067182735,0
2.244202,2.166823,1
2.000669,2.046837,1
-2.66376,-0.108874395,0
2.694523,2.2171502,1
2.3018706,1.9413418,1
2.2224114,2.022661,1
1.6028372,1.760023,1
-2.6301305,-0.08191766,0
2.114061,1.9377251,1
2.0778925,2.020389,1
2.0765264,2.0055206,1
2.1170964,2.0140667,1
2.1535013,1.9751558,1
4.4493337,3.0393672,1
2.126843,1.9090457,1
2.157732,1.9694213,1
2.0287457,1.86661,1
-2.686768,-0.061200157,0
2.4257238,1.9996585,1
-2.6495268,-0.10729273,0
2.161121,2.007806,1
-2.6582935,-0.07903619,0
-2.6117275,-0.07779981,0
-2.5945415,-0.06905122,0
-2.6029723,-0.074333504,0
2.2867308,1.7803375,1
2.1063538,1.8877009,1
-2.5960712,-0.07355209,0
-2.7091148,-0.086154535,0
2.0988815,1.9278313,1
2.092888,1.9363528,1
2.2732537,2.139594,1
2.6305354,2.1753452,1
-2.5520484,-0.049637273,0
8.878425,5.5135827,2
6.873332,4.199698,2
-2.6613204,-0.09862389,0
-2.6977415,-0.10092141,0
2.0261834,1.7820227,1
7.935673,5.12595,2
-2.6950834,-0.10627188,0
-2.6713865,-0.1257052,0
5.2042007,3.3660498,2
-2.6900744,-0.05261238,0
8.56347,5.3098536,2
2.1215978,1.9387443,1
2.3034787,2.0427732,1
6.3279943,3.9595876,2
-2.6799269,-0.10923536,0
-2.718792,-0.08633752,0
2.4714415,1.9404527,1
-1.5224972,0.35955572,0
-2.6957598,-0.092031375,0
-2.5191061,-0.04455085,0
-2.6491697,-0.066634014,0
7.4422927,4.711076,2
2.5610669,2.0977755,1
-2.5857801,-0.06968416,0
-0.7145643,0.84527564,0
-2.709066,-0.07286681,0
5.242047,3.3835917,2
-2.5505884,-0.07846649,0
1.861418,1.9088376,1
2.0581753,2.0683968,1
3.4652095,2.69663,1
2.0259507,1.8641665,1
-2.6164823,-0.10859175,0
